Gender,Age,Body Type,Sport,Balance,Stability,Fine Motor Movement,Strength,Bone Density,Reaction Time,Height,Weight,Lung Capacity,Speed
Female,24,Mesomorph,Badminton,0.8323629404121959,0.7466062461703119,0.9501178766615774,0.4911910737816174,0.2995375626689089,0.737529426971596,0.7110075418067427,0.596732350379508,0.7027461008920828,0.878365872259598
Female,21,Mesomorph,Cricket,0.6089041319362477,0.8533271997806607,1.0,0.5986937629618264,0.7682303167793231,1.0,0.599562062344048,0.25713649929463517,1.0,0.7728685434919267
Male,35,Ectomorph,Gymnastics,1.0,0.8726245220076669,0.913618054855185,0.7675174583727282,0.5407149604082858,0.8569412414892987,0.5995528861876919,0.5359069555054362,0.7831743049741142,0.6533132393069473
Male,23,Mesomorph,Cricket,0.6864349799521071,0.49204030032079127,0.9711552572399157,0.3700474533597432,0.18570700479288454,0.7265171516384447,0.6451954111954059,0.8930475288364705,0.8651169692143336,0.5711309177457282
Male,19,Ectomorph,Football,0.44761623795745453,0.7414151467208567,0.5711253204700103,0.9986827652504959,0.5781373699355803,1.0,0.956664898609283,0.6079098981750504,0.9665503100344592,0.7783622102346417
Female,16,Ectomorph,Cricket,0.4514914529739957,0.7590694576740504,0.8445004388938557,1.0,0.39861101525596876,0.3338346446750568,0.7492160095134166,0.1531591868308232,0.6770960065273863,0.34958735234555366
Male,39,Endomorph,Badminton,0.8899049182827254,0.7295779009825356,0.8562343507028882,0.5187107030095589,0.4290916110406257,0.9756129825173944,0.5244899767470917,0.45707872143295236,0.8564770681158652,0.9521738814375176
Female,15,Mesomorph,Tennis,0.727327436884288,0.8016264961088257,0.7164006730420845,0.7151552572756416,0.6034610977501405,0.8565129570004025,0.8594405082263653,0.6079821043889835,0.6495531638519386,0.8224503518382112
Female,19,Ectomorph,Badminton,0.7682352881498732,0.5925451924377522,0.9694661703358916,0.4680712565296521,0.5175663052652415,0.7962576163047801,0.5176258224621826,0.49008977102774215,0.7514422544544385,0.8121338664765921
Male,35,Ectomorph,Gymnastics,0.8616152060476424,0.7033629894593254,0.9312279206422475,0.7260593454329901,0.5533603329176391,0.8499786297733138,0.3788060400783948,0.21305719117977975,0.8199335666635995,0.6673492521907444
Female,17,Endomorph,Badminton,0.8034895149525818,0.6913586523491801,0.7997555223584172,0.5884177952323495,0.44941957721661485,0.866766154803363,0.6802900950967801,0.4156551519804964,0.6688710943253491,0.7536709939329068
Male,21,Mesomorph,Cricket,0.8205144950805356,0.498982837461519,1.0,0.6560746434856596,0.7669221750215118,0.9868016400759014,0.6084796396758227,0.4885508004913619,0.7817159428244523,0.6383829122491625
Female,31,Mesomorph,Tennis,0.8061431095015424,0.7245844521263308,0.6273981099082785,0.6357584642140673,0.6394832937333907,0.9853623543859988,0.8611283486390262,0.5788466789282743,0.8834650774764585,0.879384097606992
Male,15,Endomorph,Badminton,0.5992282523851508,0.6917384145411677,0.7769660953638664,0.41000127266060776,0.42967954941732556,0.908980648099098,0.748276804753052,0.5397410041891865,0.7688769069878344,0.7350563036174044
Female,34,Ectomorph,Tennis,0.9545261253089132,0.74898339387403,0.6767888626515468,0.8559975820176641,0.5912171540434346,0.8140514212273496,0.8665372930725335,0.6120917581880884,0.8038172426549232,0.787215205502644
Male,16,Endomorph,Cricket,0.8782249160348468,0.3320471344105022,0.6771240414216142,0.47430244836021446,0.5014651520770738,1.0,0.7455743066454252,0.6163847082719633,0.8136354713635454,0.9110497785639079
Male,21,Ectomorph,Football,0.5451835653781574,0.6646209585124198,0.5258217592838961,0.5629075167181778,0.49994035104443024,1.0,0.8664692283473316,0.6970559906451749,0.759755890174762,0.7100277154807276
Female,24,Ectomorph,Football,0.8127779847274984,0.414399006949804,0.24658419933550296,0.9088940987068584,0.7868421988699593,0.9408710426930013,0.6262670633827699,0.6826171606328993,0.8224053185517125,0.9596308797129941
Male,28,Ectomorph,Football,0.621925137055027,0.6442229807661026,0.40026827157056394,0.6705850790118896,0.7863648723742047,0.9618854311377545,0.9663533238271333,1.0,0.8947676227143979,0.9397783451012249
Male,25,Ectomorph,Football,0.2979648871480144,0.7247822587883688,0.8704176399947314,0.780713574731721,0.6623859832278941,0.946409078640528,0.7343858730628234,0.48644616274744557,0.8146023283179129,0.8285376012741411
Female,22,Mesomorph,Cricket,0.8927043147182481,0.9646723646265583,0.8570144713814588,0.7084992028749875,0.6652317268878531,0.3836278538949604,0.7546964100434762,0.8864909639741159,0.5326031367825097,0.4540594574929868
Female,28,Endomorph,Football,0.5360296075366876,0.9253341644697365,0.46822164590406373,1.0,0.99937101490851,0.8856665615998901,0.9309164826118613,0.27061806354856377,0.9151191171708032,1.0
Female,17,Endomorph,Badminton,0.8756867989906455,0.6948215975145575,0.7910206249310265,0.4994381313389172,0.6909815600910978,0.8140559408945671,0.4989920778265918,0.5260047726468742,0.7394178524558916,0.696136431094857
Female,38,Mesomorph,Tennis,1.0,0.5838577531032612,0.8203528904949938,0.6157896847906981,0.41596844602578326,0.8818364157152504,0.7484256276407172,0.7375477290723484,0.7699200691729666,0.8994446108395951
Male,17,Ectomorph,Gymnastics,0.8844166854573663,0.8154478811797007,0.7662810289864352,0.6150984413263152,0.5777401001392617,0.6319334663356637,0.5294983298257132,0.295206665295178,0.5434989683343926,0.9356500901280226
Male,18,Mesomorph,Tennis,0.7984348278099366,0.5444381120692234,0.8389059338427612,0.7288820416980614,0.5550091642879571,0.7628569273400025,0.72397517432746,0.6931124636939422,0.7080466453996723,0.7323391110955154
Female,31,Ectomorph,Tennis,0.8558254370837528,0.8635761884414445,0.9796961263724754,0.7411569387633378,0.4278777032267578,0.8280051782547028,0.5859872345379504,0.5651151050977269,0.7357447200199446,0.7726398262661835
Male,36,Ectomorph,Gymnastics,0.8730287127441065,0.697545608339601,0.6532879038039281,0.761662927053703,0.6196172559033789,0.7230786500743633,0.5475512552300497,0.3022153517924421,0.581095945626837,0.7074346715133986
Female,28,Ectomorph,Gymnastics,0.8205417065598813,0.8552635968962736,0.9019970470483015,0.8431093626884258,0.4633471786605602,0.711944159845697,0.6843352001986995,0.4600815852638856,0.8230641055491936,0.8133988633520367
Male,23,Ectomorph,Gymnastics,1.0,0.9550642047083928,0.9108542685204266,0.5423756772544049,0.48444924620722923,0.8613393489654048,0.6411102907544106,0.22225007040142183,0.6064295803857458,0.7019471349448547
Male,32,Ectomorph,Football,0.713304538356325,0.6624627267184408,0.1590556650010102,0.7471908115287672,0.6080931799682984,0.9467647849949599,0.6449594486846353,0.8685338028321362,0.8905153264952519,0.6936168075526883
Male,16,Mesomorph,Tennis,0.9599208553686627,0.8593442278969023,0.7957508901035019,0.8096442740836511,0.6300635345796008,0.725569769993735,0.7007558090043613,0.6015932271339817,0.9232691757970233,0.9220433547598688
Female,21,Mesomorph,Gymnastics,0.921413389567385,0.9045538931569986,0.6604309710748814,0.7155630114428959,0.6332979454161864,0.7669630907834323,0.41434517049947917,0.47937142787985565,0.6425366550500548,0.541838230929657
Female,16,Endomorph,Cricket,0.7104172212104526,0.42576689331900575,1.0,0.5960799969805985,0.5043137816429247,0.7587102926379468,0.6959892961305524,0.6180899197772797,0.448113895259512,0.4323759682360425
Male,36,Endomorph,Gymnastics,0.9116045377489425,0.9903455500098608,0.8419500796142141,0.833690104840322,0.7701744285610856,0.7778542224213689,0.3489316570632256,0.3400380026489978,0.6462475961054065,0.8433547927838462
Female,24,Endomorph,Tennis,0.673516180204986,0.5691014764273254,0.8357996091795328,0.79790835576429,0.6601518711405714,0.7086747529881395,0.7132016865175047,0.6070228326692848,0.9941182010811298,0.8541443630294234
Male,23,Endomorph,Football,0.6833759035875052,0.6655419712107141,0.37413065214577673,0.5696913243784674,0.6848408967873192,0.8284735161845793,0.6896359543370303,0.7363334078169127,0.9595720601916407,0.8093345551862896
Male,29,Endomorph,Gymnastics,0.7487095945342584,0.9875866183014996,1.0,0.8033341665259937,0.6584743225049527,0.8710973112354501,0.2765389620268842,0.34711568097420115,0.5862374510351714,0.6287253614821626
Female,31,Ectomorph,Football,0.4612202131587243,0.6704791207341348,0.5783645170823706,0.5325510447445452,0.5208079909355252,0.8038468660897279,0.644581795211669,0.8492287792324701,0.86441728577629,0.7913287372144987
Male,38,Mesomorph,Football,0.39737244194798693,0.8888806453031064,0.2990374092940559,0.9984549030984542,0.7214192900474592,0.8046249145287683,0.6919150194999752,0.7379578998269961,0.9248286581691508,1.0
Male,36,Ectomorph,Tennis,0.7510778265718561,0.7809215538037771,0.6089754058559465,0.6805339377246956,0.5491343322046964,0.942363635020317,0.6302431720850784,0.43301101191863794,0.8655285669439886,0.9334780994116259
Female,34,Endomorph,Badminton,0.827858425194544,0.7071249648468769,0.8878861675207345,0.33514321597702257,0.37409536459886467,0.8886723271781279,0.46888642716588064,0.6140221760362206,0.8438463306554814,0.8079126580749975
Male,28,Ectomorph,Gymnastics,0.8374106054833873,0.7687979975520955,0.6882237037796908,0.5914628252894919,0.4222904269692582,0.7911808206119836,0.4832452187157956,0.2922218955543688,0.7646232870132624,0.827667863279606
Female,21,Ectomorph,Football,0.5616013625857355,0.6091081349611105,0.4512432466305165,0.7358299344336741,0.6419839620915702,0.8375719335208702,0.7571938425981857,0.611703731028993,0.8328220875174261,0.9261496084676997
Female,32,Endomorph,Football,0.24489903624572906,0.1995805151147485,0.3425483572796172,0.8277422322146243,0.9033334997140707,0.9040125178953093,0.7227548062961532,0.8131272721556051,1.0,0.8886832968107417
Female,22,Mesomorph,Cricket,0.5083838471396543,0.7702562751425348,0.8334890789454317,0.590275911155284,0.8168957466518209,0.7967130205397486,0.6427622468122288,0.6547904076085289,0.6251448058333272,0.5065952240506995
Male,15,Ectomorph,Gymnastics,0.918017131630442,0.9494959451666816,0.8366487706941934,0.8254401435351417,0.4446168766061602,0.8069504741091824,0.41127451714994706,0.49059527565176564,0.6637152057997332,0.7299636361338975
Male,23,Ectomorph,Tennis,0.724003322445759,0.7641180724003875,0.8261462173852949,0.8915669521608149,0.621227507408605,1.0,0.7003909807463544,0.5425686443295371,0.8189390783245302,0.7622102040118338
Female,23,Endomorph,Tennis,0.8371007828993249,0.7908174794973104,0.8259348714828875,0.7738047836126606,0.735332868164149,0.9588091913215501,0.7048165807447802,0.4577864178552651,0.7393717757523616,0.8442403973705643
Male,25,Ectomorph,Cricket,0.3714931866823112,0.37548694982266245,0.880592940193306,0.7034553231402946,0.45806094400987335,0.8433730637179608,0.7710467597199346,0.6193494627071008,0.8958098121101453,0.5290195111352001
Female,17,Endomorph,Badminton,0.751768536839077,0.48525838951795963,0.7766151873550726,0.4416438372609825,0.6245448738320962,1.0,0.6565452275359085,0.3970303866471786,0.7866433305347792,0.8521023713537489
Female,20,Ectomorph,Badminton,0.7584752595277506,0.993405794627571,0.7766397190525665,0.46614086722396714,0.5892157024841945,1.0,0.6178499358771564,0.5196027067404778,0.755803176419548,0.6756285877508778
Male,16,Ectomorph,Gymnastics,0.7503614569547318,0.7308526968885636,0.7553759923008618,0.7541194471907189,0.662497521330121,0.763770326226258,0.38707548457696284,0.3900681917898324,0.6967727695119738,0.8803886400763767
Male,20,Endomorph,Football,0.6523469942440062,0.712829196903102,0.49845393976176783,1.0,1.0,0.9932342554687542,0.8551574011925847,0.5130706293170482,0.8519346966729344,0.8973222083421521
Female,32,Mesomorph,Badminton,0.7944731283741319,0.6373323152635166,0.8991086282519751,0.5989947978121177,0.37203644408596626,1.0,0.7230793042382012,0.36450057678870873,0.7893659528071981,0.7939927862637453
Female,15,Endomorph,Gymnastics,0.8418911689983821,1.0,0.9021039429815431,0.7259267698560747,0.380193170504194,0.7479051331985165,0.513164570573364,0.48440646213800426,0.6590564670084462,0.8628237781863297
Male,22,Mesomorph,Football,0.3782856458984832,0.9282665534829511,0.6332012521058544,0.5750268712470589,0.6384175053922139,1.0,0.7198973016595182,0.4559630003008064,0.7715499148481836,0.938872326892159
Female,28,Endomorph,Tennis,0.9291769109099162,0.6304843516437515,0.9442284039626897,0.848218182612506,0.6715142130781582,1.0,0.7007672194763213,0.686629470772923,1.0,0.8343319136498528
Male,23,Endomorph,Badminton,0.80273046121696,0.7447858810102627,0.9209419626173961,0.49398251466841,0.49240450774783995,0.9201908478547806,0.38310108477770055,0.5035199642385456,0.6257295799946829,0.8433995054885522
Female,15,Ectomorph,Gymnastics,0.7824495559310358,0.9448673900643874,0.8697253939342915,0.7466292003480399,0.5186282997078088,0.9038192443355817,0.567685413230924,0.569511256766639,0.7383915228992332,0.6449377422935973
Male,22,Endomorph,Tennis,0.825108774351583,0.653426259731507,0.8976432251175529,0.5768981767636893,0.6791720995287895,0.8453525589239194,0.617221875637834,0.6088973247887467,0.7627702165864775,0.8089763628481533
Male,28,Ectomorph,Tennis,0.7953461723636006,0.7242459628327889,0.7336142076693413,0.5445187368735087,0.5652167252353747,0.912509884705959,0.5697442401514518,0.5169352245006525,0.9048127164830561,0.6029811432880481
Female,34,Mesomorph,Gymnastics,0.9191924886870317,0.8479962989145448,0.667903713567485,0.8661093710861206,0.5815144702400079,0.7076918952102151,0.5631908899482684,0.44332407100976134,0.5237003246584608,0.7425213413536947
Male,25,Ectomorph,Badminton,0.6060695580129587,0.5377288591641024,0.7275149197263411,0.47223486551650634,0.6086391958474803,0.9718028462908657,0.5741139690944442,0.39828820798459696,0.9003258463815027,0.7378479417337849
Female,22,Endomorph,Cricket,0.7941436121666402,0.8124620995898034,0.8405519545004633,0.6741440529273539,0.26448539879243615,0.8778699549261395,0.7392048504739186,0.6789220302457278,0.3305134495673321,0.7364941548957552
Male,25,Endomorph,Cricket,0.6902353446352762,0.8061500625829099,0.8407238630532008,0.581995841614185,0.68309885719956,0.9017770637084204,0.6451982885705989,0.7151697734636123,0.4838768082148394,0.6347488388393161
Male,21,Ectomorph,Football,0.4432548322556854,0.4991118701886775,0.5653258972487408,0.9675823633025888,0.8517576947800665,0.8456730477230345,0.7722997537693038,1.0,0.8256707289805693,0.6957522204905405
Female,37,Mesomorph,Tennis,0.799989447125445,0.5861944598486867,0.7493025428824106,0.7845465410875767,0.7605155750526444,0.7598241219432107,0.6169883297102402,0.6415411257219784,0.8280693089889342,0.7344746598788454
Male,39,Mesomorph,Tennis,0.84414014393184,0.9185648054589308,0.839568763486053,0.6648724686086521,0.5767776303788344,0.8744309875954994,0.7377153432909619,0.4403016115253682,0.8687392007721414,0.8293782169471843
Female,27,Mesomorph,Cricket,0.6960136109811683,0.8791101965881805,0.9112762566103483,0.961174043576531,0.7885783034398238,0.5119034656274006,0.7228594310386042,0.4265436266378479,0.4861913575583485,0.91132718253627
Male,25,Endomorph,Football,0.7737265740094503,0.7260620781087566,0.3950926542698987,0.5909499190605941,0.6274495686114197,0.8312229085608887,0.7820773561785903,0.6069288508264524,0.8330122903345382,0.8657063413678975
Male,20,Endomorph,Badminton,0.6484548143499355,0.7490077253040309,0.8248675146674819,0.5056883528132097,0.6810740062821012,0.8554044072977904,0.6294598356070615,0.46493784232915986,0.8968591968268614,0.5147717210589926
Female,32,Endomorph,Cricket,0.7098472635077582,1.0,0.9965938479480669,0.6059347170940307,0.4977843542333761,0.9009219833149256,0.7169790548834709,0.8167254214099064,0.7652364526374122,0.6658566179187201
Female,25,Mesomorph,Gymnastics,0.9600621664586991,0.9685246338350865,0.7259301746734129,0.7238668255261027,0.5714638616050164,0.7850086358894759,0.4765394872354417,0.4570317038579684,0.6014047460966409,0.617964207650309
Female,33,Ectomorph,Gymnastics,0.8103805653987386,0.9160554666895598,0.9108439482804254,0.9199101798621329,0.5998316798168428,0.8214296502825214,0.46096258131212275,0.38101898332884704,0.5510585862119257,0.6578348264734989
Female,28,Mesomorph,Football,0.5763987163406683,0.3287949848430666,0.5886792970638934,0.732824107080636,0.7122090803002586,0.8889370557692804,0.7199139967899116,0.9023543719930183,0.9499417317335853,0.8913649446709687
Female,33,Mesomorph,Cricket,0.8839391126175405,0.625992971180451,0.8587671956778276,0.8887027241940084,0.31250804949770705,0.6200146866876173,0.664303559254229,0.7011390325750831,0.6201231376431973,0.8994970100245228
Male,21,Mesomorph,Gymnastics,0.9059265177022707,0.8563816335421764,0.6528719888822719,0.6538679588952582,0.5958328844172208,0.836761785613213,0.3599902958282565,0.4937218045674041,0.6508387036268753,0.7485766093188526
Male,23,Ectomorph,Gymnastics,0.9614585995595851,0.9901643874236556,0.8213892846095274,0.6814960793884947,0.4909266333037269,0.7769561193564717,0.44013655721613765,0.4697477445920716,0.7415793369602827,0.7511559807644762
Male,35,Endomorph,Gymnastics,0.8827475982611792,0.8519604991009959,0.9064127484765322,0.5158796371593979,0.6291593093406133,0.7325611708368167,0.6528016111640405,0.3075596740486102,0.7374661097660616,0.7070223202316894
Female,36,Ectomorph,Badminton,0.8509333521446041,0.6556413286085008,0.9751790135042033,0.5538736793257856,0.5689995415989029,1.0,0.6411731258031858,0.37863151949235185,0.7266969782419082,0.829927170445229
Male,31,Endomorph,Gymnastics,0.9921235097392143,0.9938044929459448,0.7579190217438718,0.7902099344943208,0.4138899168073379,0.8219095026248393,0.4812257922469906,0.5808142414024271,0.5963849239645946,0.649832667433108
Female,24,Ectomorph,Cricket,0.5868651525565599,0.5791721853352286,0.7971385553879129,0.9138617807601457,0.48495458153230153,0.7350165122472405,0.7176033084325735,0.522153538329764,0.8855757873661703,0.5861468992257589
Male,38,Mesomorph,Tennis,0.6576237100043325,0.6751259398255064,0.8083866949483864,0.6321969793268303,0.6333206300900696,0.9068913270685636,0.5338678444147379,0.5752834304695382,0.8739827981883131,0.8821523306047635
Female,15,Mesomorph,Tennis,0.8766137257212641,0.6885034764948499,0.8314459226771361,0.731049118345163,0.6142965024943511,0.7657660156292485,0.7000253274657048,0.63307200843892,0.8175373846448059,0.7046479781283027
Male,29,Mesomorph,Gymnastics,1.0,0.8540158122154523,0.862318105661499,0.5556801260480801,0.6433802111036024,0.7479226927044031,0.5100966118938736,0.5595854416114721,0.7235573309450873,0.771823562932125
Female,38,Endomorph,Badminton,0.8501643450917529,0.5910819181745907,1.0,0.4577650424389595,0.5342556481693377,0.7891846365109346,0.6259878945989331,0.4676785038015654,0.8912040119726785,0.7029202524685717
Female,18,Ectomorph,Football,0.6637772233407707,0.5423270668356298,0.15314207002937902,0.7927651644937476,0.5687848992951907,0.9177381566890233,0.6600793501289943,0.6964743056919022,0.8410049455313698,0.8578225662160038
Male,34,Mesomorph,Tennis,0.7425894026013116,0.7969540061546145,0.8262879405815098,0.6871930787054156,0.7192503799700812,0.9862486108885065,0.7545229503781637,0.5857475220242037,0.7999711141123673,0.8885677030138655
Male,29,Ectomorph,Cricket,0.654129758374076,0.627818153274817,0.7288288756774863,0.5977942347516411,0.4153332322241199,0.8748734479350482,0.6147722090233538,0.5380348765717652,0.5723863125606351,0.5652819211704255
Female,35,Endomorph,Badminton,0.8061622265692424,0.6577316203656876,0.8429441356108611,0.3656792789196832,0.544852996189934,1.0,0.6232150899077007,0.44414902576491133,0.8063316436284366,0.7058487526399451
Male,26,Ectomorph,Cricket,0.6506688679799141,0.9056858172358647,0.8122149777824792,0.7515711914606343,0.44092932329523804,0.4947272667236062,0.7159579011877768,0.42254114710851176,0.7486369849638927,0.5927416953487089
Female,20,Endomorph,Football,0.850709135990437,0.4709896803700937,0.5706750978895238,0.9155600540634481,0.7291625101843693,0.9257719730898238,0.749386358105119,0.8943066394851724,0.9266279237155327,0.8694672047947565
Male,35,Mesomorph,Cricket,0.07657107415276698,0.6209834012740344,0.9048030146788912,0.8227247081371821,0.5188676062876267,0.6750487149990511,0.8491503696936004,0.4278926318502706,0.8279931321302428,0.37754742890582416
Female,22,Endomorph,Badminton,0.8065905799188167,0.6223467832107662,0.8536380436650535,0.3900909131128744,0.3893111831315972,0.777396752566694,0.6218741425690117,0.40210101289449374,0.8260198019479846,0.695907489701128
Male,18,Mesomorph,Cricket,0.7824134349785613,0.8145923652475018,1.0,0.3859762657285562,0.6795805004196553,0.8252767425457588,0.6226457342701545,0.5023661741024048,0.7317560588461256,0.5958940019333506
Male,24,Mesomorph,Football,0.692448593531233,0.2767974162791569,0.597187416035674,0.5873048558947913,0.6049833218362589,0.8770665759730361,0.7248771762110567,0.5182117561229672,0.858232984979772,0.8898073150279198
Male,25,Endomorph,Gymnastics,0.7400189423790341,0.7901103004978521,0.7720534385369984,0.6860664905863388,0.6334900842105908,0.8498050310712225,0.3669461697214874,0.3119994242879931,0.7514186719158789,0.5747533760386336
Female,38,Mesomorph,Gymnastics,0.9122587409720386,1.0,0.918526431126044,0.48057089717668067,0.55497552409095,0.8083101690433047,0.5982679884281235,0.47837970312210126,0.7591093763717021,0.5889085667981364
Male,17,Ectomorph,Tennis,0.834865990371824,0.681575842959153,0.8263049829318536,0.6253283123980644,0.5523595903237023,0.9746263505532102,0.687075020999613,0.7895592471926162,0.6569806416259961,0.8495751546544441
Male,16,Ectomorph,Gymnastics,0.7503091993744004,1.0,0.7839732140837543,0.8524298388362149,0.7328934875778121,0.8224762772958781,0.7692420631299199,0.3862012363159232,0.6617502116425782,0.6651795767039133
Male,38,Mesomorph,Tennis,0.7225841480857885,0.5025358234789972,0.8250873602051769,0.6392253763738428,0.7685768530761332,0.7503166252055287,0.5479764814843237,0.6824745070725645,0.9074359351797829,0.7069658832224417
Female,17,Ectomorph,Gymnastics,0.8825115808758041,0.9470114371874381,0.789259491911104,0.7073724740057952,0.6306966248824976,0.9170033990296291,0.4898863019852432,0.45847797543450763,0.8065237029563669,0.812709425875858
Male,23,Endomorph,Gymnastics,1.0,0.8795339902615462,0.7484092089549803,0.9384641089949535,0.5163553009071083,0.9370222461426453,0.5310367706218047,0.5096053584543841,0.6720535173152797,0.7299483047886962
Male,16,Mesomorph,Tennis,0.9159525260901147,0.7967958242508515,0.7437581436618188,0.5373015041377796,0.5707839219762018,0.8380080839937615,0.8307541086078064,0.4664366451627203,0.7946418662111984,0.8651183130568895
Female,20,Ectomorph,Football,0.2874112944250099,0.22701944451186623,0.7357466285777085,0.9504099920013265,0.6308240429904948,0.8373962520216711,0.524997317805074,0.49741355474352034,0.9889876041189561,0.8164466747207928
Male,31,Endomorph,Tennis,0.7390313172330844,0.6632943667073732,0.604962239262386,0.6573699538632827,0.6851861336224824,0.8075155609528666,0.7178777354998501,0.516166508314046,0.6462466464633518,0.6895162584929747
Male,15,Mesomorph,Tennis,0.7388854727167835,0.5327048237116132,0.8185026921805201,0.6794627696396268,0.5352822279751963,0.6061284235694757,0.7818724011543142,0.7105914446753085,0.8567596071801276,0.9258364154501766
Male,22,Mesomorph,Football,0.5741050983033188,0.7028617710778605,0.37481544125264693,0.869246764886809,0.6295855744608397,0.7130040224593818,0.7295645207746999,1.0,1.0,0.8739276301566934
Male,30,Mesomorph,Gymnastics,0.9421988418947351,0.9476999506163848,0.8810694608484364,0.7133831888669823,0.6542506618812591,0.8323652151773053,0.5400908007185341,0.25747725082599504,0.5350311175244856,0.9464598585072779
Female,21,Ectomorph,Football,0.5772507296988759,0.610553887967164,0.5445743430093883,0.6635162055042952,0.6293693757568783,0.9928259408755289,0.7913967952163699,0.8978213567983129,1.0,0.9753975757049863
Male,19,Ectomorph,Tennis,0.7518424851753905,0.7453280703978422,0.898312419557829,0.6719484261574042,0.5460487466085989,0.9076258592849793,0.5935911493585694,0.5919126655444344,0.7643322849243132,0.854790068229783
Female,32,Endomorph,Badminton,0.7863469489668372,0.8299046962986167,1.0,0.6603337212171468,0.5106502499696326,0.9475254373644811,0.6065291336545258,0.558116325986671,0.8507883378567838,0.866147110184036
Female,18,Ectomorph,Gymnastics,0.9639281121795917,0.8086258394287589,0.7268983816310868,0.9621966043982177,0.583459849642198,0.7689670068018929,0.38500782339045336,0.3535456088736071,0.7430967930733043,0.5745713565762929
Female,28,Mesomorph,Cricket,0.7447418541097203,0.5542659283429793,1.0,0.6040375369285098,0.2882575940768884,0.4823121575722834,0.6528436749508294,0.7872887826109617,0.8157242418412294,0.430403489808889
